,title,label,platform
589,Wikileaks Email Clinton Operative Thinks Black Voters Are Stupid,FAKE,vcorpus
590,Chinese University Sells HIV Testing Kits in Vending Machine,FAKE,vcorpus
591,Hillary is a REAL Christian says Michael Moore,FAKE,vcorpus
592,USled Coalition Killed 300 Civilians in just 11 Air Strikes in Syria Amnesty International Report Finds,FAKE,vcorpus
593,MONOPOLY Banks Then Media Now Voting Machine Companies,FAKE,vcorpus
594,Public Faith in Elections Falls as the State Grows,FAKE,vcorpus
595,Ignoring The Law To Rig Elections,FAKE,vcorpus
596,WHO Cancer Agency Under Fire for withholding carcinogenic glyphosate Documents,FAKE,vcorpus
597,Grassroot Voter Fraud Investigation Hacked,FAKE,vcorpus
598,Illegal Immigrants Crossing The Border To Vote,FAKE,vcorpus
599,Trump Promotes World Peace As Hillary Calls For War,FAKE,vcorpus
600,AIDS Patient Zero Not the Source of the Outbreak,FAKE,vcorpus
601,UK Doctors Create List of Procedures You Dont Need,FAKE,vcorpus
602,Vitamin D Deficiency Dirty Air Doubles Your Risk of Dementia,FAKE,vcorpus
603,How A Communist Brainwashing Method Came To The US,FAKE,vcorpus
604,Trump And His Supporters Are Fighting A Rigged System,FAKE,vcorpus
605,7 Wikileaks Hillary Revelations The Media Wont Cover,FAKE,vcorpus
606,Assange claims crazed Clinton campaign tried to hack WikiLeaks,FAKE,vcorpus
607,Exclusive Dem Senators Private Email Hacked,FAKE,vcorpus
608,After Vets Fight War Feds Demand Money Back,FAKE,vcorpus
609,ABC Poll Oversamples Dems by 9 Claims Hillary Leading,FAKE,vcorpus
610,Mosquito Army Released in Zika Fight in Brazil  Colombia,FAKE,vcorpus
611,Bill Clintons Son Danney Williams has Youtube Channel Restored,FAKE,vcorpus
612,UK Economy Grows 05 in Three Months after Brexit Vote,FAKE,vcorpus
613,Shocking Michele Obama  Hillary Caught Glamorizing Date Rape Promoters,FAKE,vcorpus
614,The Most Shocking Campaign Ad Youve Ever Seen,FAKE,vcorpus
615,Christians Martyred by ISIS 1131,FAKE,vcorpus
616,Most Top Retailers Sell Food Produced With BeeKilling Pesticides,FAKE,vcorpus
617,Black Trump Supporter We need somebody that loves America,FAKE,vcorpus
618,Social Justice Warriors Vow to Call the Police on People Wearing Offensive Halloween Costumes,FAKE,vcorpus
619,When CIA and NSA Workers Blow the Whistle Congress Plays Deaf,FAKE,vcorpus
620,Why Every Man Must Take Control Of His Finances,FAKE,vcorpus
621,The Great American Screwjob,FAKE,vcorpus
622,A Vote For Hillary is a Vote For World War 3,FAKE,vcorpus
623,Statistical Tie Latest Breitbart/Gravis Poll Shows Donald Trump Closes the Gap with Less Than Two Weeks Left,FAKE,vcorpus
624,Schools All Over America Are Closing On Election Day Due To Fears Of Violence,FAKE,vcorpus
625,Putin Mocks Clinton Claim Of Russia Election Meddling Is US A Banana Republic,FAKE,vcorpus
626,WATCH CNN Called Clinton News Network On Air by Fiery British Conservative,FAKE,vcorpus
627,Homeless Woman Protects Trumps Walk of Fame Star From Violent Leftists,FAKE,vcorpus
628,Germany Students Forced to Chant Allahu Akbar Punished for Refusing Trip to Mosque,FAKE,vcorpus
629,Wikileaks Email Hillary Campaign Struggles to Reach Fking Dumb Young People,FAKE,vcorpus
630,Maryland Trump Supporter They Switched My Vote to Hillary,FAKE,vcorpus
631,Hillary Responds To Creepy Joe Biden Caught Groping Dozens of Young Women,FAKE,vcorpus
632,Clinton Insider Rigging Only Way Hillary Can Win,FAKE,vcorpus
633,Study Finds Women Now Drinking as Much as Men,FAKE,vcorpus
634,Social Media Activity Can Show Early Signs of Depression and Schizophrenia,FAKE,vcorpus
635,Back Story Of FBIs Hillary CoverUp,FAKE,vcorpus
636,Black Activist Blasts Hillary Clinton Over Wikileaks Revelation,FAKE,vcorpus
637,DraftOurDaughters ProWar Hillary Faces Backlash Over Female Draft,FAKE,vcorpus
638,Trump Will Beat Hillary With These Tricks,FAKE,vcorpus
639,The Globalists Behind The Rigged US Elections,FAKE,vcorpus
640,Hillary Running Scared From Shocking New Developments,FAKE,vcorpus
641,Trump Votes Are Being Flipped To Clinton,FAKE,vcorpus
642,Hillary Planning Violent Mob Attacks If Trump Wins,FAKE,vcorpus
643,This Viral Video Has Hillary Running Scared,FAKE,vcorpus
644,Big Pharma Targets Profits in Rare Diseases,FAKE,vcorpus
645,Elitists Will Reap Grapes of Wrath,FAKE,vcorpus
646,Breaking FBI Reopens Investigation into Clinton Emails,FAKE,vcorpus
647,Is Deindustrialization a Natural Phenomenon of Developed Economies,FAKE,vcorpus
648,Clinton Camp Desperate Russia Trains for WWIII,FAKE,vcorpus
649,The Email That Got John Podesta Hacked,FAKE,vcorpus
650,Clinton Inc Watch How it Pains MSM to Report Clinton Corruption,FAKE,vcorpus
651,Britain Should Embrace Unilateral Free Trade Right Now,FAKE,vcorpus
652,Ideas Make Us Rich,FAKE,vcorpus
653,Hillary To Be Indicted After Election Trump Responds To FBI Investigation,FAKE,vcorpus
654,World Community Fears Hillary Kill List,FAKE,vcorpus
655,3 Competing Theories On Why The FBI Reopened The Hillary Email Server Investigation,FAKE,vcorpus
656,2006 Audio Emerges of Hillary Clinton Proposing Rigging Palestine Election,FAKE,vcorpus
657,Votes Being Switched In Multiple States To Clinton,FAKE,vcorpus
658,Associated Press reporter admits faking news stories for Hillary Clinton stunning admission reveals how AP prints whatever the Clintons want FACTS BE DAMNED,FAKE,vcorpus
659,YouTube censoring videos  on censorship,FAKE,vcorpus
660,The Rothschild Family has corrupted global banks news media oil and government,FAKE,vcorpus
661,Doctors prescribe deadly opioid for painrelated issues that arent even legal,FAKE,vcorpus
662,NYT credibility DESTROYED by 7 simple questions from Newt Gingrich,FAKE,vcorpus
663,Trump Throws A Fit When Asked Why He Is Promoting His Hotel Instead Of Campaigning,REAL,vcorpus
664,Clinton Isnt Letting Up As She Hammers Trump For Pimping His Hotel Instead Of Campaigning,REAL,vcorpus
665,Three New Polls Shatter The Myth That The Presidential Election Is Tightening,REAL,vcorpus
666,Former GOP Congressman Goes Full Trump Encourages Armed Revolt If Clinton Wins,REAL,vcorpus
667,Conservatives Already Plotting To Block Clintons SCOTUS Picks Let Court Die Out,REAL,vcorpus
668,The Media Is Getting Desperate And Pushing A Bogus Trump Comeback Story,REAL,vcorpus
669,Trump Kicks AfricanAmerican Protester Out Of North Carolina Rally Calls Him A Thug,REAL,vcorpus
670,Trump Repeats Bogus Claim That Captain Khan Would Still Be Alive If He Were President,REAL,vcorpus
671,Trump Has Gotten The Republican Party Sued For Trying To Intimidate Voters,REAL,vcorpus
672,Stung By Clinton Allegations Trump Claims He Used No Undocumented Workers in DC Hotel,REAL,vcorpus
673,The Media Ignores the Good News On Climate Change,REAL,vcorpus
674,Trump Campaign Admits They Are Trying To Steal The Election With Voter Suppression,REAL,vcorpus
675,Democrats May Get A 2 For 1 Special As Trump Defeat Could Take Out Paul Ryan,REAL,vcorpus
676,With Donald Trump Tanking a Trump Supporter Waves Her Hillary in a Noose Doll at Rally,REAL,vcorpus
677,Number Of Accusers Grows To 12 As Former Miss Finland Accuses Trump of Sexual Assault,REAL,vcorpus
678,Trumps Campaign Backfires As Hillary Clinton Attracts Millions of New Voters,REAL,vcorpus
679,The Dream Team Of Hillary Clinton and Michelle Obama Fire Democrats Up In North Carolina,REAL,vcorpus
680,4 New Polls Suggest That Republicans Are On The Cusp Of A Total Election Disaster,REAL,vcorpus
681,Democrats Are Going Back Into Florida With Millions Of Dollars To Retire Marco Rubio,REAL,vcorpus
682,Trump Proposes Canceling Election Calls Black Communities Ghettos At Ohio Rally,REAL,vcorpus
683,Bernie Sanders Says What The Media Wont Trump Is A Gutless Political Coward,REAL,vcorpus
684,Misogynist Donald Trump is Hemorrhaging Evangelical Women Voters,REAL,vcorpus
685,Retired 4 Star General Blasts Trump For Not Supporting US Troops,REAL,vcorpus
686,Mike Pence Campaign Plane Slides Off Runway After Landing At LaGuardia Airport,REAL,vcorpus
687,Trumps New Defense Strategy On Access Hollywood Tape Blame The Microphone,REAL,vcorpus
688,Trump Is Ahead In Zero National Polls While The Media Continues Close Race Narrative,REAL,vcorpus
689,In the First 19 Days of October Trump Gave Just 31K to His Own Campaign,REAL,vcorpus
690,Senator Mark Kirk Mocks Disabled Veteran Tammy Duckworth for MixedRace Heritage,REAL,vcorpus
691,The Banishment Of Trump Has Begun As The American People Are Tuning Him Out,REAL,vcorpus
692,Billionaire Donald Trumps Presidential Campaign Is Flat Out Broke,REAL,vcorpus
693,Moronic Trump Campaign Thinks Reopened Clinton Email Investigation Will Save Them,REAL,vcorpus
694,The Reopening Of The Clinton Email Investigation Is More GOP Hype Over Nothing,REAL,vcorpus
695,Hillary Clinton Is Brilliantly Forcing Broke Trump To Spend Money Defending Arizona,REAL,vcorpus
696,Marco Rubio Inches Closer To Unemployment As Poll Shows Florida Senate Race Tie,REAL,vcorpus
697,Mike Pence Is Fine With Trump Sexual Assault But Offended By Voter Suppression,REAL,vcorpus
698,Revived Clinton Email Scandal Killed By A Slew Of New Facts In Record Time,REAL,vcorpus
699,REALity Slaps Donald Trump In The Face As US Economy Roars Back,REAL,vcorpus
700,Trump Wrecks Any Hope GOP Had Of Taking Advantage Of Clinton Email Investigation,REAL,vcorpus
701,GOP Scandal Falls Apart As New Emails Didnt Come From Hillary Clintons Server,REAL,vcorpus
702,Donald Trump Calls A Black Supporter A Paid Thug and Kicks Him Out of His Rally,REAL,vcorpus
703,Hillary Clinton Laughs When Asked If the New Emails Could Sink Her Campaign,REAL,vcorpus
704,The REAL Reason Why The Clinton Email Scandal Is Back Has Nothing To Do With Helping Trump,REAL,vcorpus
705,DOJ Complaint Filed Against FBI Director James Comey For Interfering In Presidential Election,REAL,vcorpus
706,Trump Supporter Jailed for Trying to Rig the Election By Committing Voter Fraud,REAL,vcorpus
707,FBI Director James Comey Schooled by Former DOJ Spokesman for Abusing His Power,REAL,vcorpus
708,Friday Fox Follies  Megyn  Murdochs Money,REAL,vcorpus
709,Fox News Calls for Special Prosecutor to Investigate Hillary Clinton,REAL,vcorpus
710,The Media Got Suckered Into Buying The GOPs Bogus Clinton FBI Email Tale,REAL,vcorpus
711,Comey Letter Backfires As Email Scandal Revival Energizes Hillary Clinton Supporters,REAL,vcorpus
712,Women Everywhere Cringe in Horror Watching Donald Trump Sexually Humiliate a Woman for Revenge,REAL,vcorpus
713,Pollster Sees No Early Impact From Comey Clinton FBI Email Letter In Swing States,REAL,vcorpus
714,Bombshell New Details Destroy Republican Hopes In FBI Clinton Email Investigation,REAL,vcorpus
715,Trump Melts Down And Accuses The US Postal Service Of Stealing The Election For Clinton,REAL,vcorpus
716,President Obama Gets REAL Not Revenge On Republicans,REAL,vcorpus
717,When Trump Attacked the Khans He Didnt Know What a Gold Star Family Was,REAL,vcorpus
718,Koch Brothers Helped Incite the Impending Bloodbath Among Republicans,REAL,vcorpus
719,Concert plus campaign Clinton turns to celebrities in homestretch,REAL,vcorpus
720,Clinton campaign urges FBI to detail new developments in email case,REAL,vcorpus
721,Hillary Clinton enjoys solid lead in early voting Reuters/Ipsos poll,REAL,vcorpus
722,David Fahrenthold Strikes Exposing Donald Trumps False Philanthropy,REAL,vcorpus
723,Yes The Religious Right Warns Witchcraft Could Decide This Election,REAL,vcorpus
724,Early Voting Is So Strong For Democrats That Clinton Could Lock Up Nevada this Week,REAL,vcorpus
725,Hillary Clinton Maintains Swing State Leads As Comey Email Letter Flops,REAL,vcorpus
726,Email Pandemonium and the Perpetuation of Rape Culture,REAL,vcorpus
727,Comeys October Surprise Blows Up In His Face As Democrats Drop The Hammer On FBI Boss,REAL,vcorpus
728,George W Bushs Ethics Lawyer Files Complaint Against FBI Director James Comey,REAL,vcorpus
729,Fox News Gets Destroyed While Trying To Blame Hillary Clinton For GOP Email Scandal,REAL,vcorpus
730,Trump Thug Chants Jews S A at Arizona Rally,REAL,vcorpus
731,The Top Democrat In The Senate Just Accused FBI Director James Comey Of Breaking The Law,REAL,vcorpus
732,October Shocker FBI Has Explosive Information on Trump Conspiring With Putin,REAL,vcorpus
733,Trump Campaign Has A Nervous Breakdown After Comey Letter Fails To Swing The Election,REAL,vcorpus
734,Call On President Obama to Terminate FBI Director Comey on November 9,REAL,vcorpus
735,Supreme Court Decides to Weigh in On Transgender Rights,REAL,vcorpus
736,Donald Trump Destroyed as Fact Checker Reveals Trump Lies 20 to 37 Times Per Day,REAL,vcorpus
737,The Catholic Church Uses TaxExempt Funds To Stop Marijuana Legalization,REAL,vcorpus
738,Donald Trump Whines Because ISIS Cuts off Heads We Should be Able to Waterboard,REAL,vcorpus
739,Losing Trump Tries to Fool Voters with Last Ditch Media Propaganda Scam,REAL,vcorpus
740,It Turns Out Trump Put off Investigators for 6 Months While He Destroyed Emails,REAL,vcorpus
741,Ethics Complaint Filed Against Rep Jason Chaffetz for Releasing Comey Clinton Email Letter,REAL,vcorpus
742,Explosive Audio Surfaces Of GOP Senator Joking About Gun Owners Shooting Clinton,REAL,vcorpus
743,Comey Bias Exposed As FBI Boss Refused To Call Out Russians For Hacking Before Election,REAL,vcorpus
744,Trump Is Deadbeating On His Campaign Debts By Refusing To Pay His Own Pollster,REAL,vcorpus
745,Trump Crushed By Hillary Clintons New Powerful Closing Argument To Women,REAL,vcorpus
746,New Report Uncovers Secret Trump Server That Repeatedly Communicated With Russia,REAL,vcorpus
747,Donald Trump May Have Broken The Law To Avoid Paying Federal Income Taxes,REAL,vcorpus
748,Bad News For Republicans As Court Intervenes In Their Voter Intimidation Scheme,REAL,vcorpus
749,Mainstream Media Ignoring 75 Lawsuits Against Trump to Focus on Clinton Emails,REAL,vcorpus
750,North Carolina Republicans Sued For Rigging the Election For Trump,REAL,vcorpus
751,Rachel Maddow Shines the Light on Trumps White Supremacist Support,REAL,vcorpus
752,Trump Kills The GOP With The Lowest Score In History Of Presidential Leadership Poll,REAL,vcorpus
753,FBI Horrified As Spy Says Russia Has Been Supporting And Cultivating Trump For Years,REAL,vcorpus
754,Comey Must Explain Why He Advised Obama Not to Publicly Accuse Russia of Hacking Democrats,REAL,vcorpus
755,Comey Letter Hurts GOP As Hillary Clinton Raised 113 Million Online In 72 Hours,REAL,vcorpus
756,Hillary Clinton Is Setting A Masterful Trap For Trump To Self Destruct,REAL,vcorpus
757,370 Economists Sign Letter Urging America Not To Vote For Donald Trump,REAL,vcorpus
758,David Bossie Desperately Claims Clinton Enthusiasm Gap is Trump Path to Victory,REAL,vcorpus
759,House Republicans Plan Secret Meeting To Discuss Overthrowing Paul Ryan,REAL,vcorpus
760,Sean Hannity Spreads FAKE News Story To Millions As Republicans Remain Brainwashed,REAL,vcorpus
761,Donald Trump Begs Hillary Clinton Early Voters to Change Their Votes,REAL,vcorpus
762,Hillary Clinton Shuts Down Protester and Trumps Divisive Vision at Florida Rally,REAL,vcorpus
763,Re Vladimir Putin,FAKE,vcorpus
764,EU states agree caps on wholesale roaming charges,FAKE,vcorpus
765,Re Serbian Culture,FAKE,vcorpus
766,Clinton Campaign Chair Had Dinner With Top DOJ Official One Day After Hillarys Benghazi Hearing,FAKE,vcorpus
767,Hillary takes a cookie from a little person on Univision gets tequila and a huge birthday cake practices Spanish dances Salsa and gets called a home girl in doanything bid to crush Trump in Florida,FAKE,vcorpus
768,Migrant screaming Allahu Akbar bursts into a wedding in a German church and tears down decorations,FAKE,vcorpus
769,Strange messages coming from the stars are probably from aliens scientists say,FAKE,vcorpus
770,Obamacare Architect on Rising Premiums Its Not a Big Increase,FAKE,vcorpus
771,Defense Board White House Blocked Navy From S China Sea Warship Passages,FAKE,vcorpus
772,Team Clinton Lets Talk About Russia Not the WikiLeaks Emails,FAKE,vcorpus
773,Syrian Mother Islamic State Baked Christians Kneaded Children in Bakery Machines,FAKE,vcorpus
774,Anger in NATO EU as Syriabound Russian carrier group mulls stopover at Spanish port,FAKE,vcorpus
775,USled coalition killed 300 Syrian civilians in 11 probed strikes  Amnesty,FAKE,vcorpus
776,Hollande set to lose French presidency after complaining there are too many immigrants,FAKE,vcorpus
777,Trump Supporter Attacked by Hillary Zombies,FAKE,vcorpus
778,Editor of Austrias Largest Paper Charged with Hate Speech over Migrant Article,FAKE,vcorpus
779,Florida Taco Trucks Used to Lure Democrat Voters to Polls,FAKE,vcorpus
780,Samantha Bee Says Partial Birth Abortion is Not a Thing WRONG,FAKE,vcorpus
781,Leaked Emails Reveal Hillary Cant Speak for Very Long Without a Podium So Were the Debates Rigged,FAKE,vcorpus
782,Condell Americas Moment Of Truth,FAKE,vcorpus
783,New earthquake strikes central Italy,FAKE,vcorpus
784,Obamacare Architect Gruber Demands Larger Mandate Penalty,FAKE,vcorpus
785,Election Theft in Texas,FAKE,vcorpus
786,Nuclear Reactor in Norway Leaks Radioactive Iodine,FAKE,vcorpus
787,Are Tensions With Russia Even REAL,FAKE,vcorpus
788,Duterte Wants Foreign Troops Out of Philippines in 2 Years,FAKE,vcorpus
789,US Stuck With Nobody Left to Sanction in Russia Over Syria,FAKE,vcorpus
790,Re Babylon Mystery Religion Series,FAKE,vcorpus
791,Solar Winds Spur Geomagnetic Storm That May Affect Power,FAKE,vcorpus
792,AIG Quadruples Limits for Terrorism Insurance to 1 Billion,FAKE,vcorpus
793,Microsoft Introduces Windows 10 Update With Creative Focus,FAKE,vcorpus
794,Babylon Mystery Religion Book,FAKE,vcorpus
795,The Next 10 Years Will Be Ugly for Your 401k,FAKE,vcorpus
796,Obsolete 2016,FAKE,vcorpus
797,MessagingApp Comp Lines Profit Misses Estimates as Ads Push Meets Slow Growth,FAKE,vcorpus
798,Nintendo Cuts FullYear Sales Operating Profit Forecasts,FAKE,vcorpus
799,Radioactive Fukushima Wood Becomes Power in German Machine,FAKE,vcorpus
800,Re Democrats Loved Jonathan Gruber Before They Forgot Who He Was Video,FAKE,vcorpus
801,Re WHERES THERE A CRASH WORLD ECONOMY COLLAPSING  HEADLINES OCTOBER 2016,FAKE,vcorpus
802,New Lunar Craters Mystery  Space News,FAKE,vcorpus
803,Dr Paul Craig Roberts WE ALL MIGHT BE DEAD SOON,FAKE,vcorpus
804,Putin Ready To Invade Ukraine World War Three WW3,FAKE,vcorpus
805,WATCH Hillary Aide RUSHES to Her Side to Help Her Climb ONE Step,FAKE,vcorpus
806,Why do parents refuse to vaccinate their children,FAKE,vcorpus
807,Get Ready For Civil Unrest Survey Finds That Most Americans Are Concerned About Election Violence,FAKE,vcorpus
808,Communists Terrorize Small Business,FAKE,vcorpus
809,Guardian Front Page A 16YearOld Migrant Cries,FAKE,vcorpus
810,Texas Official Sees Record Breaking Turnout And Its All For Trump,FAKE,vcorpus
811,Obamacare Architect LAUGHS About Skyrocketing Premiums VIDEO,FAKE,vcorpus
812,Re Communism fascism nazism Marxism ALL created by the Vatican not Jews,FAKE,vcorpus
813,Clinton Campaign Circulated Paul Ryan Relative as Possible Supreme Court Pick,FAKE,vcorpus
814,NATO Buildup in Eastern Europe Weve Only Seen the Tip of the Iceberg,FAKE,vcorpus
815,Leaked Memo Exposes Shady Dealings Between Clinton Foundation Donors And Bills ForProfit Activities,FAKE,vcorpus
816,Lets Be Clear  A Vote For Warmonger Hillary Clinton Is A Vote For World War 3,FAKE,vcorpus
817,UK economy grows 05pc in the wake of Brexit vote defying recession fears,FAKE,vcorpus
818,Fascism Environmentalists Force Coal Plant Closure Towns Economy Hit HARD,FAKE,vcorpus
819,College warns against deplorable and problematic costumes,FAKE,vcorpus
820,Meet Peter Kadzik  Another Clinton Stooge at the Justice Department,FAKE,vcorpus
821,Bill Clintons Lover He Called Ruthless Hillary The Warden,FAKE,vcorpus
822,Wikileaks memo Bill Clinton raked in tens of millions of dollars through a series of deals while Hillary was Secretary of State,FAKE,vcorpus
823,Video Rude CNN Reporter Asks Trump Why Hes Taking Time Off To Open A Hotel,FAKE,vcorpus
824,AIG Quadruples Limits for Terrorism Insurance to 1 Billion,FAKE,vcorpus
825,GLP Forum godlike productions,FAKE,vcorpus
826,Trump Warns Of Vote Flipping On Machines,FAKE,vcorpus
827,Netflix and PILL Streaming firm boss reveals the future of TV could be a Matrixstyle hallucinatory drug,FAKE,vcorpus
828,Republicans in Congress are ready for Hillary as they prepare for new probes into Clinton Foundation,FAKE,vcorpus
829,MSNBCs Scarborough Zings The Media Is Aggressively Taken Sides and Theyve Admitted to it,FAKE,vcorpus
830,Liberal CNN Commentator Blames Republicans for Obamacares Rising Premiums,FAKE,vcorpus
831,Mission accomplished RT crew finds refugees still at Jungle camp despite successful eviction,FAKE,vcorpus
832,Dying out Wild animal numbers could fall by 67 from 19702020 study says,FAKE,vcorpus
833,Babylon Mystery Religion Series,FAKE,vcorpus
834,Obsolete 2016,FAKE,vcorpus
835,Nintendo Cuts FullYear Sales Operating Profit Forecasts,FAKE,vcorpus
836,MessagingApp Comp Lines Profit Misses Estimates as Ads Push Meets Slow Growth,FAKE,vcorpus
837,EU states agree caps on wholesale roaming charges,FAKE,vcorpus
838,Three Quarters Of Americans Oppose Gun Control,FAKE,vcorpus
839,Wikileaks Email Clinton Operative Thinks Black Voters Are Stupid,FAKE,vcorpus
840,Britain joins biggest European military buildup since Cold War,FAKE,vcorpus
841,Fox News Poll Clinton leads Trump by three points,FAKE,vcorpus
842,MYSTERY Are Hillary Clintons eye problems becoming more frequent,FAKE,vcorpus
843,Why So Few Whistleblowers A Former CIA Agent's Story,FAKE,vcorpus
844,Solar Winds Spur Geomagnetic Storm That May Affect Power,FAKE,vcorpus
845,HIDDEN CAMERA NYC Democratic Election Commissioner I Think There Is A lot of Voter Fraud  Project Veritas,REAL,vcorpus
846,Hillary cancels public appearance due to a large crowd of people chanting Lock Her Up,REAL,vcorpus
847,Wikileaks Gives Hillary An Ultimatum QUIT Or We Dump Something LifeDestroying  The Resistance The Last Line of Defense,FAKE,vcorpus
848,Hillary Collapses On Her Way To The Stage Sellout Bruce Springsteen Covers For Her  The Resistance The Last Line of Defense,FAKE,vcorpus
849,Van Full Of Illegals Shows Up To Vote Clinton At SIX Polling Places Still Think Voter Fraud Is A Myth  The Resistance The Last Line of Defense,FAKE,vcorpus
850,Lady Gagas Twitter Attack On Melania Trump Lands Her In Handcuffs When The Two Meet Face To Face  The Resistance The Last Line of Defense,FAKE,vcorpus
851,Tape Reveals Bill Clinton Urging Mistress To Deny He Helped Her Get Job,REAL,vcorpus
852,Poll Finds Americans' Support For Police Highest In Nearly 50 Years,REAL,vcorpus
853,As Millions Face Obamacare Hikes Plan's Architect Smiles For The Camera,REAL,vcorpus
854,Massive Increase Reported In Illegal Immigrants Coming Across Southern Border,REAL,vcorpus
855,Trump Mocks Biden's Dare To Take Him 'Behind the Gym',REAL,vcorpus
856,Trump Dedicates DC Hotel 'The Future Lies With The Dreamers',REAL,vcorpus
857,Trump Sets GOP Fundraising Milestone In SmallDonor Contributions,REAL,vcorpus
858,Newt Gingrich Defends Donald Trump Against 'Sexual Predator' Accusations,REAL,vcorpus
859,Money Laundering Scheme Exposed 14 ProClinton Super PACs Nonprofits Implicated,REAL,vcorpus
860,13 Years Later Elizabeth Smart REALizes Kidnapping Was Even Worse For Her Parents,REAL,vcorpus
861,WH Press Secretary Says Obama's Denial About Clinton Server Was 'Entirely Factual',REAL,vcorpus
862,Kenyan refugee kills coworker self,REAL,vcorpus
863,Woman 'eaten alive' by daughter's dogs,REAL,vcorpus
864,State that fired pastor demands his sermons notes,REAL,vcorpus
865,Kenyan refugee kills coworker self,REAL,vcorpus
866,Trump Hillary would lead to World War 3,REAL,vcorpus
867,Texas county switches to 'emergency paper ballots',REAL,vcorpus
868,Poll Trump pulls ahead in Florida,REAL,vcorpus
869,State that fired pastor demands his sermons notes,REAL,vcorpus
870,Woman 'eaten alive' by daughter's dogs,REAL,vcorpus
871,Young patient,REAL,vcorpus
872,Limbaugh Democrats would 'destroy Jesus Christ',REAL,vcorpus
873,See Dems accept foreign cash to disrupt Trump rallies,REAL,vcorpus
874,See Dems accept foreign cash to disrupt Trump rallies,REAL,vcorpus
875,Limbaugh Democrats would 'destroy Jesus Christ',REAL,vcorpus
876,Dow higher as Boeing gains offset Apple's fall,REAL,vcorpus
877,Feds 275000 born to illegals in 1 year,REAL,vcorpus
878,Feds 275000 born to illegals in 1 year,REAL,vcorpus
879,Dow higher as Boeing gains offset Apple's fall,REAL,vcorpus
880,Young patient,REAL,vcorpus
881,Impeachmentera evidence against Bill Clinton still sealed,REAL,vcorpus
882,UN declares junk food a 'human rights' issue,REAL,vcorpus
883,Yes creationists can be REAL scientists too,REAL,vcorpus
884,UN declares junk food a 'human rights' issue,REAL,vcorpus
885,Impeachmentera evidence against Bill Clinton still sealed,REAL,vcorpus
886,The man who spoke softly but carried a big stick,REAL,vcorpus
887,Yes creationists can be REAL scientists too,REAL,vcorpus
888,The man who spoke softly but carried a big stick,REAL,vcorpus
889,Federal judge charges Sheriff Joe with contempt,REAL,vcorpus
890,Federal judge charges Sheriff Joe with contempt,REAL,vcorpus
891,'All About Jesus' shirt sparks school uproar,REAL,vcorpus
892,Loretta Lynch takes on 'killer cops'  except in DC,REAL,vcorpus
893,Will it be representative government or thugocracy,REAL,vcorpus
894,29 of Hillary's scandals The early years,REAL,vcorpus
895,Why 'Never Trumpers' must reconsider,REAL,vcorpus
896,Election crossroads Socialism or capitalism,REAL,vcorpus
897,7 reasons I'll vote for Trump,REAL,vcorpus
898,Our new country Women and minorities hit hardest,REAL,vcorpus
899,Trump vs Clinton A risk vs a disaster,REAL,vcorpus
900,Gingrich slutshames Megyn Kelly,REAL,vcorpus
901,Clinton transmitted classified info to her lawyers,REAL,vcorpus
902,YouTube bans 'Clinton's black son',REAL,vcorpus
903,Loretta Lynch takes on 'killer cops'  except in DC,REAL,vcorpus
904,Will it be representative government or thugocracy,REAL,vcorpus
905,29 of Hillary's scandals The early years,REAL,vcorpus
906,Why 'Never Trumpers' must reconsider,REAL,vcorpus
907,Election crossroads Socialism or capitalism,REAL,vcorpus
908,7 reasons I'll vote for Trump,REAL,vcorpus
909,Our new country Women and minorities hit hardest,REAL,vcorpus
910,Trump vs Clinton A risk vs a disaster,REAL,vcorpus
911,Gingrich slutshames Megyn Kelly,REAL,vcorpus
912,YouTube bans 'Clinton's black son',REAL,vcorpus
913,26 WikiLeaks bombshells on Hillary you need to know,REAL,vcorpus
914,Fascinated with sex,REAL,vcorpus
915,Hillary's 33000 emails might not be 'missing' after all,REAL,vcorpus
916,Hillary's 33000 emails might not be 'missing' after all,REAL,vcorpus
917,26 WikiLeaks bombshells on Hillary you need to know,REAL,vcorpus
918,Fascinated with sex,REAL,vcorpus
919,Meteor space junk rocket Mysterious flash hits Siberia,REAL,vcorpus
920,Did Democrats REALly stuff ballot Here's their answer,REAL,vcorpus
921,19 men cry rape by Iran's top Quran reader,REAL,vcorpus
922,Did Democrats REALly stuff ballot Here's their answer,REAL,vcorpus
923,19 men cry rape by Iran's top Quran reader,REAL,vcorpus
924,Meteor space junk rocket Mysterious flash hits Siberia,REAL,vcorpus
925,Bellwether Trump kippas outselling Hillary yarmulkes,REAL,vcorpus
926,'Grand slam' Fatherson film is smash hit for families,REAL,vcorpus
927,Judge warns of dangers of appointed judiciary,REAL,vcorpus
928,'Grand slam' Fatherson film is smash hit for families,REAL,vcorpus
929,Judge warns of dangers of appointed judiciary,REAL,vcorpus
930,Bellwether Trump kippas outselling Hillary yarmulkes,REAL,vcorpus
931,Show biz Business and breakthroughs,REAL,vcorpus
932,Paintings 'almost no one else seemed to be doing',REAL,vcorpus
933,NATO calls for more troops for faceoff against Putin,REAL,vcorpus
934,Exrep 'If Trump loses I'm grabbing my musket',REAL,vcorpus
935,Rand Paul returns 620000 to US Treasury,REAL,vcorpus
936,NATO calls for more troops for faceoff against Putin,REAL,vcorpus
937,Exrep 'If Trump loses I'm grabbing my musket',REAL,vcorpus
